id,has_attachment,status,text,link,user_id,resolved_by_id,target_id,visits_count_admin,visits_count_expert,visits_count_user
4659,FALSE,RESOLVED,не могу узнать песню из видео,http://hazanda.com/ticket-4659,3815,712,2435,,3,8
4660,FALSE,OPEN,не могу узнать песню из видео,http://hazanda.com/ticket-4660,3683,,,,2,4
4661,FALSE,CLOSED,не могу узнать песню из видео,http://hazanda.com/ticket-4661,383,,,1,1,3
4662,FALSE,OPEN,не могу узнать песню из видео,http://hazanda.com/ticket-4662,383,,,,2,
4663,FALSE,CLOSED,не могу узнать песню из видео,http://hazanda.com/ticket-4663,383,833,2437,,2,13
4664,FALSE,OPEN,не могу узнать песню из видео,http://hazanda.com/ticket-4664,383,,,,1,2
4665,FALSE,OPEN,звучит композиция на 0:46 подскажите ,http://hazanda.com/ticket-4665,383,,,,2,
4666,FALSE,OPEN,Трек из видео прилагаю аудиозапись надеюсь на вашу помощь,http://hazanda.com/ticket-4666,383,,,1,2,2
4667,FALSE,OPEN,НАЙДИТЕ ПЕСНЮ ПОЖАЛУЙСТА,http://hazanda.com/ticket-4667,3817,,,,2,1
4668,FALSE,CLOSED,помогите пожалуйста,http://hazanda.com/ticket-4668,3817,712,2436,,3,3
4669,FALSE,OPEN,Что за трек играет?,http://hazanda.com/ticket-4669,383,,,,3,5
4670,FALSE,CLOSED,Хелп!! Музыка из Desireless - Voyage Voyage но другой вокал и текст (звучит как фр. massage massage ). Из виниловой коллекции Enthusiast Records Москва ,http://hazanda.com/ticket-4670,3818,,,,4,
4671,FALSE,OPEN,с 2:44,http://hazanda.com/ticket-4671,3819,,,1,3,3
4672,FALSE,OPEN,сен.43,http://hazanda.com/ticket-4672,3821,,,,5,2
4673,FALSE,CLOSED,что за трек с самого начала играет?,http://hazanda.com/ticket-4673,3822,,,,3,2
4674,FALSE,OPEN,на 0:46 начинается трек ,http://hazanda.com/ticket-4674,3823,,,,4,3
4675,FALSE,OPEN,На 10 сек пожалуйста),http://hazanda.com/ticket-4675,3823,,,,6,3
4676,FALSE,RESOLVED, Что за музыка?,http://hazanda.com/ticket-4676,1877,43,2439,1,5,15
4677,FALSE,OPEN,Спасибо. ,http://hazanda.com/ticket-4677,3825,,,1,6,1
4678,FALSE,OPEN,ТРЕК ПЛЕЗ,http://hazanda.com/ticket-4678,3826,,,,2,2
4679,FALSE,CLOSED, Здравствуйте! Помогите пожалуйста найти трек который играет в этом видео с 5:18 ,http://hazanda.com/ticket-4679,3827,,,1,1,
4680,FALSE,CLOSED,https://m.youtube.com/watch?v=MX4kGsK2C1U,http://hazanda.com/ticket-4680,3827,,,,5,6
4681,FALSE,CLOSED,Вы моя последняя надежда!!! ,http://hazanda.com/ticket-4681,3828,712,2443,,3,9
4682,FALSE,OPEN,Что за музыка играет в этом видео? ,http://hazanda.com/ticket-4682,3830,,2444,,3,3
4683,FALSE,OPEN,Именно трек без слов,http://hazanda.com/ticket-4683,3631,,,,2,3
4684,FALSE,OPEN,Помогите ПЖ,http://hazanda.com/ticket-4684,3827,,,,3,5
4685,FALSE,OPEN, скажите пожалуйста музыку на 4:56?? ,http://hazanda.com/ticket-4685,3832,,,,3,3
4686,FALSE,OPEN,https://www.youtube.com/watch?v=w2_ye9Lv0NQ ,http://hazanda.com/ticket-4686,3818,,,1,3,4
4687,FALSE,CLOSED,скажите трек прошу,http://hazanda.com/ticket-4687,3828,,,,1,1
4688,FALSE,CLOSED,Трек,http://hazanda.com/ticket-4688,3828,,,,1,1
4689,TRUE,OPEN,Трек Плез,http://hazanda.com/ticket-4689,3833,,,,2,13
4690,FALSE,CLOSED,Трек,http://hazanda.com/ticket-4690,2612,,,,3,4
4691,FALSE,CLOSED,Трек,http://hazanda.com/ticket-4691,2612,,,,,1
4692,FALSE,RESOLVED,Трек,http://hazanda.com/ticket-4692,3834,833,2448,,6,2
4693,FALSE,OPEN, Плез трек,http://hazanda.com/ticket-4693,3283,,,,3,4
4694,FALSE,RESOLVED, ,http://hazanda.com/ticket-4694,3828,712,2580,,14,11
4695,FALSE,OPEN,Плез с: Трек,http://hazanda.com/ticket-4695,3836,,,,3,3
4696,FALSE,OPEN,Музончик плез,http://hazanda.com/ticket-4696,3837,,,,1,1
4697,FALSE,OPEN,Подскажите что за трек играет на 5:00 ,http://hazanda.com/ticket-4697,3817,,,,3,1
4698,FALSE,RESOLVED,Трек,http://hazanda.com/ticket-4698,3838,711,,,3,3
4699,FALSE,RESOLVED,Трек,http://hazanda.com/ticket-4699,3839,833,2447,,1,5
4700,FALSE,OPEN,Трек:3,http://hazanda.com/ticket-4700,3840,,,,3,7
4701,FALSE,OPEN,музон,http://hazanda.com/ticket-4701,3307,,,,4,2
4702,FALSE,REOPEN,Трек на 8:28,http://hazanda.com/ticket-4702,3156,,,,4,3
4703,FALSE,REOPEN,Помогите пожалуйста найти трек,http://hazanda.com/ticket-4703,3156,,,,,2
4704,FALSE,CLOSED,Первый трек,http://hazanda.com/ticket-4704,1248,,,,,9
4705,FALSE,CLOSED,Что за трек играееет?,http://hazanda.com/ticket-4705,3842,,,,1,
4706,FALSE,RESOLVED,хелп ми давно ищу название трека,http://hazanda.com/ticket-4706,3843,833,2446,,1,6
4707,FALSE,CLOSED,Найдите пж трек на 17:38 и на 24:58 https://m.youtube.com/watch?v=J531sdiuhTA,http://hazanda.com/ticket-4707,1248,833,2445,,1,7
4708,FALSE,RESOLVED,трек,http://hazanda.com/ticket-4708,3844,43,2454,,2,3
4709,FALSE,RESOLVED,трек,http://hazanda.com/ticket-4709,3845,833,2450,1,1,
4710,FALSE,CLOSED,Трек,http://hazanda.com/ticket-4710,3846,833,2449,1,3,9
4711,FALSE,OPEN,трек плез,http://hazanda.com/ticket-4711,3847,,,,5,
4712,FALSE,OPEN,Трек,http://hazanda.com/ticket-4712,3848,,,,5,7
4713,FALSE,OPEN,Подскажите трек,http://hazanda.com/ticket-4713,3827,,,,3,2
4714,FALSE,OPEN,Что за трек?,http://hazanda.com/ticket-4714,3471,,,,3,5
4715,FALSE,CLOSED,Что за трек подскажите пожалуйста ,http://hazanda.com/ticket-4715,3471,,,,,1
4716,FALSE,RESOLVED,Что за трек?,http://hazanda.com/ticket-4716,1457,43,2451,,2,8
4717,FALSE,RESOLVED,Трек,http://hazanda.com/ticket-4717,1457,43,2452,,2,5
4718,TRUE,RESOLVED,Трек,http://hazanda.com/ticket-4718,3850,43,2453,,4,8
4719,TRUE,OPEN,Трек,http://hazanda.com/ticket-4719,3283,,,,2,1
4720,FALSE,RESOLVED,Помогите найти трек по видео.,http://hazanda.com/ticket-4720,3850,712,2475,,3,5
4721,TRUE,OPEN,Найдите пж трек на 4:50 ,http://hazanda.com/ticket-4721,3850,,,,1,
4722,TRUE,OPEN,Подскажите названия всех треков которые играют в этом видео?,http://hazanda.com/ticket-4722,3283,,,,1,
4723,FALSE,OPEN, Помогите найти трек ,http://hazanda.com/ticket-4723,2458,,,,2,2
4724,TRUE,OPEN,плиз ,http://hazanda.com/ticket-4724,3283,,,,1,1
4725,TRUE,OPEN,Что за трек играет на 35:50 ,http://hazanda.com/ticket-4725,3283,,,,1,
4726,TRUE,OPEN,подскажите название трека который играет в самом начале?,http://hazanda.com/ticket-4726,3283,,,,1,
4727,TRUE,CLOSED,трек,http://hazanda.com/ticket-4727,3814,,,,2,19
4728,FALSE,OPEN,трек,http://hazanda.com/ticket-4728,3595,,,,1,3
4729,FALSE,RESOLVED,Подскажите трэк который играет всё видео (фон),http://hazanda.com/ticket-4729,3851,833,2459,,1,2
4730,FALSE,RESOLVED,Помогите пожалуйста) Трек на 00:25.Очень надо;)),http://hazanda.com/ticket-4730,3853,833,2460,,2,5
4731,FALSE,CLOSED,Ребят помогите распознать название трека плс,http://hazanda.com/ticket-4731,3853,,,,1,2
4732,FALSE,RESOLVED,Подскажите трек ,http://hazanda.com/ticket-4732,3854,833,2461,,3,8
4733,FALSE,CLOSED,Подскажите трек),http://hazanda.com/ticket-4733,3855,,,,,2
4734,FALSE,CLOSED,Что за песня в самом начале?,http://hazanda.com/ticket-4734,3855,,,,,12
4735,FALSE,OPEN,https://www.youtube.com/watch?v=n6Ki-UhUCr0&index=46&list=PLTdx7Ozw9seS8DqdK29YOQXl8fH8OXc8O что за музыка в начале?,http://hazanda.com/ticket-4735,3856,,,,4,8
4736,FALSE,CLOSED,Какой трек играл в сериале Выжить после 3 сезон начало 11 серии,http://hazanda.com/ticket-4736,3857,,,,1,2
4737,FALSE,OPEN,Какой трек играл в 3 сезоне сериала выжить после в начале 11 серии,http://hazanda.com/ticket-4737,3861,,,,3,
4738,FALSE,OPEN, Все треки из этого видео если можно,http://hazanda.com/ticket-4738,3862,,,,2,
4739,FALSE,OPEN,0:02- 0:10 ,http://hazanda.com/ticket-4739,3863,,,,1,1
4740,FALSE,OPEN,Помогите ???,http://hazanda.com/ticket-4740,3864,,,,3,1
4741,FALSE,OPEN,что за песня из видео?,http://hazanda.com/ticket-4741,3866,,,,3,2
4742,FALSE,OPEN, ,http://hazanda.com/ticket-4742,3232,,,,2,2
4743,FALSE,OPEN,Трек плиз,http://hazanda.com/ticket-4743,3867,,,,2,1
4744,FALSE,CLOSED,подскажите трек который начинает играть на 7:20?,http://hazanda.com/ticket-4744,3869,,,,2,
4745,FALSE,CLOSED,Подскажите пожалуйста трэк http://vk.com/video-19901584_171501861,http://hazanda.com/ticket-4745,3873,,,,2,1
4746,FALSE,CLOSED,mp3,http://hazanda.com/ticket-4746,3873,,,,3,
4747,FALSE,CLOSED,https://vk.com/feed?section=notifications&w=wall-54154078_1152963 меня нужин узнать название музыке,http://hazanda.com/ticket-4747,3873,,,,3,
4748,FALSE,RESOLVED,трек плиз,http://hazanda.com/ticket-4748,3873,712,2469,,3,
4749,FALSE,OPEN,трек,http://hazanda.com/ticket-4749,3874,,,,2,7
4750,FALSE,CLOSED,Трек с видео можно?,http://hazanda.com/ticket-4750,1050,833,2462,,3,5
4751,FALSE,CLOSED, как называются песни в оригинале?,http://hazanda.com/ticket-4751,3876,833,2463,,5,4
4752,FALSE,RESOLVED,?????s??? ???? – ???,http://hazanda.com/ticket-4752,3877,712,2458,,2,13
4753,TRUE,OPEN,?????s??? ???? – ???,http://hazanda.com/ticket-4753,3878,,,,1,2
4754,FALSE,OPEN,,http://hazanda.com/ticket-4754,3609,,,,3,3
4755,FALSE,CLOSED,Данные трэки замиксованные каким-то DJ мне нужен псевдоним вокалиста(ов) и название композиций.,http://hazanda.com/ticket-4755,3879,,,,2,
4756,FALSE,CLOSED, ,http://hazanda.com/ticket-4756,3880,712,2457,,6,1
4757,FALSE,CLOSED,Помогите найти трек пожалуйста ,http://hazanda.com/ticket-4757,3881,712,2455,,3,3
4758,FALSE,RESOLVED, C dbltj? jxtym ye;yj,http://hazanda.com/ticket-4758,3020,712,2456,,3,4
4759,FALSE,OPEN, ,http://hazanda.com/ticket-4759,3883,,,,4,
4760,FALSE,OPEN,подскажите пожалуйста трек который начинает играть на 13:05?,http://hazanda.com/ticket-4760,3882,,,,3,5
4761,FALSE,CLOSED,помогите найти трек пожалуйста из видео на 3:19 ,http://hazanda.com/ticket-4761,3884,833,2466,,4,4
4762,FALSE,CLOSED,[id88642849|Азат] распознать трек помогут эксперты на сайте hazanda com оставляешь заявку и чуток ждешь),http://hazanda.com/ticket-4762,3886,,,,1,
4763,FALSE,CLOSED,Трек,http://hazanda.com/ticket-4763,3885,,,,1,
4764,FALSE,CLOSED, What s the song? I shazamed this many times but results are different. Help please.,http://hazanda.com/ticket-4764,3886,,,,1,
4765,FALSE,OPEN,Что за музыка? В шазаме искал много раз но каждый раз другой результат. Помогите пожалуйста ,http://hazanda.com/ticket-4765,3886,,,,2,
4766,FALSE,CLOSED,Здравствуйте! Что за музыка играет в этом видео?,http://hazanda.com/ticket-4766,3886,,,,1,
4767,FALSE,CLOSED, Какой тут трек на 14:57 ?,http://hazanda.com/ticket-4767,3886,,,,1,1
4768,FALSE,OPEN,https://www.youtube.com/watch?v=y_YcUNKu1W8 ,http://hazanda.com/ticket-4768,3888,,,,4,
4769,FALSE,OPEN,Gameface,http://hazanda.com/ticket-4769,3889,,,,3,
4770,FALSE,CLOSED,Помогите пожалуйста распознать музыку в этом видео заранее благодарю https://www.youtube.com/watch?v=iqeMkFo-xtU,http://hazanda.com/ticket-4770,3890,833,2465,,4,2
4771,FALSE,RESOLVED, на 15:30 когда он разговаривает там трек еще на фоне скажите название этого трека,http://hazanda.com/ticket-4771,3891,712,,,4,3
4772,FALSE,OPEN,,http://hazanda.com/ticket-4772,3892,,,,2,
4773,FALSE,CLOSED,https://www.youtube.com/watch?v=y_YcUNKu1W8 ,http://hazanda.com/ticket-4773,3893,833,2464,,2,5
4774,FALSE,OPEN,Найдите пж трек на 3:44 https://m.youtube.com/watch?v=_bQg2C78JjQ,http://hazanda.com/ticket-4774,3894,,,,3,4
4775,FALSE,OPEN,Найдите пж трек на 3:30 https://m.youtube.com/watch?v=SLD7-Gf5vkM,http://hazanda.com/ticket-4775,3896,,,,2,4
4776,FALSE,OPEN,узнать песню,http://hazanda.com/ticket-4776,3897,,,,2,
4777,TRUE,CLOSED,<iframe src=//vk.com/video_ext.php?oid=-84656229&id=171678404&hash=368522785fabb25b&hd=2 width= 853 height= 480 frameborder= 0 allowfullscreen></iframe> ,http://hazanda.com/ticket-4777,3895,833,2468,,2,1
4778,FALSE,CLOSED,Подскажите трек,http://hazanda.com/ticket-4778,1248,833,2467,,2,13
4779,FALSE,OPEN,???,http://hazanda.com/ticket-4779,3898,,,,3,3
4780,FALSE,RESOLVED,Что за т рек играет в видео ? https://vk.com/im?peers=325217564&sel=33553825&z=video-5824005_456239020%2F2d92a32a6537af7132%2Fpl_post_-5824005_115,http://hazanda.com/ticket-4780,3900,43,2470,,2,1
4781,FALSE,RESOLVED,Найдите пж трек на 7:13 https://m.youtube.com/watch?v=SLD7-Gf5vkM,http://hazanda.com/ticket-4781,3901,43,2471,,1,
4782,FALSE,RESOLVED,Трек на 2:47 подскажите пожалуйста,http://hazanda.com/ticket-4782,3900,712,2473,,3,1
4783,FALSE,OPEN, http://vk.com/video-113004872_456239096,http://hazanda.com/ticket-4783,3903,,,,3,4
4784,FALSE,OPEN,Заранее благодарен ,http://hazanda.com/ticket-4784,3631,,,,2,2
4785,FALSE,CLOSED,Найдите пж музыку на 3:24 https://m.youtube.com/watch?v=SLD7-Gf5vkM,http://hazanda.com/ticket-4785,3904,,,,2,1
4786,FALSE,CLOSED,кто исполняет подскажите,http://hazanda.com/ticket-4786,3906,,,,,1
4787,FALSE,CLOSED, ,http://hazanda.com/ticket-4787,3907,,2472,,1,7
4788,FALSE,CLOSED, Помогите найти трек на видео,http://hazanda.com/ticket-4788,3908,,,,3,21
4789,FALSE,OPEN,http://vk.com/video132946769_456239025,http://hazanda.com/ticket-4789,3909,,,,3,2
4790,FALSE,CLOSED, от 50 секунды слышно хорошо шазам не нашел последняя надежда на вас спасибо ,http://hazanda.com/ticket-4790,3909,,,,2,1
4791,FALSE,RESOLVED, Подскажите трек,http://hazanda.com/ticket-4791,3910,712,2474,,3,3
4792,FALSE,OPEN,плиз ,http://hazanda.com/ticket-4792,3913,,,,2,4
4793,FALSE,OPEN,подскажите песню пожалуйста ,http://hazanda.com/ticket-4793,3232,,,,2,2
4794,FALSE,OPEN, Исполнитель и название песни? Заранее спасибо,http://hazanda.com/ticket-4794,3717,,,,2,15
4795,FALSE,OPEN,https://vk.com/wall-53682703_106461?reply=106486 ,http://hazanda.com/ticket-4795,3333,,,,2,1
4796,FALSE,RESOLVED,подскажите как песня называется,http://hazanda.com/ticket-4796,3914,712,,,3,1
4797,FALSE,RESOLVED,трек на 5:43,http://hazanda.com/ticket-4797,3915,833,2495,,2,2
4798,FALSE,RESOLVED,Найдите пж трек на 21:45 https://m.youtube.com/watch?v=0V6g7Hi4zwQ,http://hazanda.com/ticket-4798,3916,833,2494,,3,1
4799,FALSE,CLOSED,Подскажите какая музыка играет в этом ролике и можно ли найти ее в интернете.https://vk.com/id140717465?z=video21050477_171463473%2Fd39ac4a286c1f0954b%2Fpl_140717465_-2,http://hazanda.com/ticket-4799,3917,,,,1,
4800,FALSE,CLOSED, что за трек?),http://hazanda.com/ticket-4800,3918,,,,1,
4801,FALSE,CLOSED,https://coub.com/view/b5rda ,http://hazanda.com/ticket-4801,3918,,,,1,
4802,FALSE,RESOLVED,Что за трек?),http://hazanda.com/ticket-4802,3918,43,2476,,3,1
4803,FALSE,CLOSED,Подскажите трек пожалуйста) ,http://hazanda.com/ticket-4803,3920,833,2493,,4,11
4804,FALSE,OPEN,???,http://hazanda.com/ticket-4804,3921,,,,3,4
4805,FALSE,CLOSED,Помогите найти песню https://vine.co/v/OE2gTeixx6P,http://hazanda.com/ticket-4805,3484,43,2477,,2,1
4806,FALSE,CLOSED,???,http://hazanda.com/ticket-4806,3484,43,2478,,3,10
4807,FALSE,CLOSED,Что за песня в конце фильма Равные или мелодия? ,http://hazanda.com/ticket-4807,3885,,,,5,3
4808,FALSE,OPEN,Что за песня в конце фильма Равные или мелодия? ,http://hazanda.com/ticket-4808,3922,,,,2,
4809,FALSE,OPEN,Какая мелодия играла в сериале Закон каменных джунглей где Антон и Ира на крыше? ,http://hazanda.com/ticket-4809,3923,,,,2,5
4810,FALSE,OPEN,Какая мелодия играла в сериале Закон каменных джунглей где Антон и Ира на крыше? ,http://hazanda.com/ticket-4810,3924,,,,1,2
4811,FALSE,CLOSED, Можно все треки из Шоу Где Логика ?,http://hazanda.com/ticket-4811,3925,,,,2,14
4812,FALSE,CLOSED, ,http://hazanda.com/ticket-4812,3926,,,,2,
4813,FALSE,RESOLVED,https://www.youtube.com/watch?v=tebiinXnI1s трэк на 8:48,http://hazanda.com/ticket-4813,3927,833,2492,,2,5
4814,FALSE,OPEN,?,http://hazanda.com/ticket-4814,3926,,,,2,2
4815,FALSE,OPEN, Здравствуйте. Хотелось бы узнать треки из этого видео https://vk.com/video-79831490_456239789,http://hazanda.com/ticket-4815,3928,,,,2,2
4816,FALSE,CLOSED,Заранее спасибо ,http://hazanda.com/ticket-4816,3929,,,,,2
4817,FALSE,RESOLVED,Подскажите пожалуйста что за музыка на 1:20 в этом видео https://youtu.be/-0NUMYi-eMc,http://hazanda.com/ticket-4817,3930,43,2479,,2,5
4818,TRUE,OPEN, https://www.youtube.com/watch?v=ukqwclEP640,http://hazanda.com/ticket-4818,3929,,,,1,7
4819,FALSE,CLOSED,Что за музыка играет на 9:17? ,http://hazanda.com/ticket-4819,3931,,,,1,2
4820,FALSE,RESOLVED,Песня из трансформеры 4,http://hazanda.com/ticket-4820,3931,43,2480,,2,2
4821,FALSE,OPEN, что за песня 9:48,http://hazanda.com/ticket-4821,3283,,,,5,3
4822,FALSE,CLOSED, ,http://hazanda.com/ticket-4822,3932,43,2481,,2,11
4823,FALSE,OPEN,что за музыка играет на 8 минуте,http://hazanda.com/ticket-4823,3933,,,,2,4
4824,FALSE,CLOSED,Из Трансформеры 4:эпоха истребления трек на минуте 3:38 подскажите пожалуйста .,http://hazanda.com/ticket-4824,1248,43,2482,,3,10
4825,FALSE,OPEN, кто исполняет этот трек,http://hazanda.com/ticket-4825,3934,,,,5,15
4826,FALSE,RESOLVED, ,http://hazanda.com/ticket-4826,3935,833,2853,1,3,7
4827,FALSE,RESOLVED,Подскажите что за музон в начале,http://hazanda.com/ticket-4827,3936,43,2483,,2,5
4828,FALSE,CLOSED,можно оригинал ?,http://hazanda.com/ticket-4828,3936,,2484,,1,4
4829,FALSE,CLOSED,вся музыка из сериала игра реванш,http://hazanda.com/ticket-4829,3937,833,2488,,3,20
4830,FALSE,OPEN,вся музыка из сериала игра реванш,http://hazanda.com/ticket-4830,3938,,,,6,10
4831,FALSE,OPEN,Оригинал ?,http://hazanda.com/ticket-4831,3940,,,,3,4
4832,FALSE,RESOLVED,трек,http://hazanda.com/ticket-4832,3941,43,2485,,2,5
4833,FALSE,OPEN,https://youtu.be/tT-8g81LxNE музыку с заставки очень хочу найти помогите пожалуйста буду очень благодарен !,http://hazanda.com/ticket-4833,3942,,,,2,3
4834,FALSE,OPEN, https://youtu.be/JdI1BFDRv_s помогите что за трек?,http://hazanda.com/ticket-4834,3943,,,,1,1
4835,FALSE,CLOSED,?,http://hazanda.com/ticket-4835,3944,,,,1,
4836,FALSE,OPEN,youtu.be,http://hazanda.com/ticket-4836,3779,,,,1,2
4837,FALSE,OPEN,ACB 29: weighting / взвешивание,http://hazanda.com/ticket-4837,3944,,,,1,4
4838,FALSE,CLOSED,Подписывайтесь | Subscribe:,http://hazanda.com/ticket-4838,3945,,,,1,1
4839,FALSE,RESOLVED,https://vk.com/acbmma,http://hazanda.com/ticket-4839,3946,833,2487,,1,2
4840,FALSE,OPEN,https://www.facebook.com/acberkut,http://hazanda.com/ticket-4840,3947,,,,1,
4841,FALSE,CLOSED,https://www.instagram.com/acb_league ,http://hazanda.com/ticket-4841,3232,833,2486,,2,3
4842,FALSE,CLOSED,Подскажите трек) ,http://hazanda.com/ticket-4842,3948,,,,2,2
4843,FALSE,OPEN,есть ли возможность получить текст и перевод этой песни? спасибо,http://hazanda.com/ticket-4843,3561,,,,2,12
4844,FALSE,CLOSED,Что за музыка здесь!?,http://hazanda.com/ticket-4844,3949,712,2491,,3,9
4845,FALSE,CLOSED,музыка выход тематик Boys оригинал надо,http://hazanda.com/ticket-4845,3898,,2490,,2,3
4846,FALSE,CLOSED,что за песня 9:49 9:20,http://hazanda.com/ticket-4846,3898,833,2502,,3,2
4847,FALSE,RESOLVED,Музыка из шоу Где логика когда выходят гости ,http://hazanda.com/ticket-4847,3600,712,2489,,2,7
4848,FALSE,OPEN, Какой трек на 27:30?Спасибо,http://hazanda.com/ticket-4848,3950,,,,1,3
4849,FALSE,CLOSED,https://www.youtube.com/watch?v=ejRKdSEK9rw ,http://hazanda.com/ticket-4849,3954,,,,2,
4850,FALSE,OPEN, Что за трек на 14:30?Спасибо,http://hazanda.com/ticket-4850,3951,,,,1,30
4851,FALSE,OPEN, ,http://hazanda.com/ticket-4851,3955,,,,2,
4852,FALSE,OPEN,Найдите пожалуйста песню на 8:31,http://hazanda.com/ticket-4852,3956,,,,1,
4853,FALSE,OPEN,Название трека,http://hazanda.com/ticket-4853,3954,,,,2,1
4854,TRUE,OPEN,Был отыгран в live итальянским коллективом JazzyFunk,http://hazanda.com/ticket-4854,3952,,,,1,8
4855,FALSE,OPEN,https://vk.com/feed?w=wall-64098698_201014 можно как то распознать песню?,http://hazanda.com/ticket-4855,1543,,,,2,4
4856,FALSE,RESOLVED,Здравствуйте! Я бы хотел распознать музыку из этого видео - https://www.youtube.com/watch?v=FZfFrRZf-64 . Музыка начинается от 6:36. Пожалуйста можете помочь. ,http://hazanda.com/ticket-4856,3958,833,2501,,3,6
4857,FALSE,RESOLVED,что за песни 9:49,http://hazanda.com/ticket-4857,3959,712,2496,,2,2
4858,FALSE,OPEN, https://vk.com/feed?w=wall-113316225_114,http://hazanda.com/ticket-4858,3960,,,,3,
4859,FALSE,CLOSED, - Xnj pf nhtr& ,http://hazanda.com/ticket-4859,3961,,,,2,
4860,FALSE,RESOLVED, https://vk.com/feed?w=wall-113316225_114,http://hazanda.com/ticket-4860,3961,712,2498,,2,2
4861,FALSE,RESOLVED, -Что за трек? ,http://hazanda.com/ticket-4861,3962,712,2497,,2,2
4862,FALSE,OPEN,Oksi240578@yandex.ru - Что за трек?,http://hazanda.com/ticket-4862,3963,,,,2,2
4863,FALSE,OPEN,https://vk.com/videos335976118?z=video-113316225_172060187%2Fpl_335976118_-2 -Что за трек?,http://hazanda.com/ticket-4863,3964,,,,3,2
4864,FALSE,CLOSED,что за песня на 6.01 https://www.youtube.com/watch?v=aygOR3m-Gno,http://hazanda.com/ticket-4864,3965,,,,2,9
4865,FALSE,RESOLVED,teeest,http://hazanda.com/ticket-4865,3966,833,2500,,2,5
4866,TRUE,CLOSED,ТЕСТ,http://hazanda.com/ticket-4866,3967,833,2499,,2,9
4867,TRUE,CLOSED,можете пожалуйста скинуть название трека на фоне видео. 3:32 минуте,http://hazanda.com/ticket-4867,3965,,,,1,2
4868,FALSE,CLOSED,что за трек na 6.01,http://hazanda.com/ticket-4868,3968,,,,1,1
4869,FALSE,CLOSED,молан молан йоратенам молан молан шумыш тулым пыштенат...,http://hazanda.com/ticket-4869,3968,,,,1,1
4870,FALSE,OPEN,можете скинуть название минуса,http://hazanda.com/ticket-4870,3969,,,,1,
4871,FALSE,OPEN,Что за песня?,http://hazanda.com/ticket-4871,3971,,,,1,
4872,FALSE,OPEN,песню ищу,http://hazanda.com/ticket-4872,3972,,,,2,1
4873,FALSE,CLOSED,что за трек?,http://hazanda.com/ticket-4873,3973,,,,1,
4874,FALSE,OPEN,все треки плиз,http://hazanda.com/ticket-4874,3974,,,,2,5
4875,TRUE,REOPEN,все треки,http://hazanda.com/ticket-4875,3970,,,,1,16
4876,FALSE,OPEN, трек этого видео,http://hazanda.com/ticket-4876,3976,,,,2,2
4877,FALSE,OPEN,https://vk.com/video271010742_170116995 ,http://hazanda.com/ticket-4877,3972,,,,4,1
4878,FALSE,OPEN,Можно Оригинальное название трека ?),http://hazanda.com/ticket-4878,3965,,,,2,
4879,FALSE,OPEN,Подскажите пожалуйста что за трек 8:44,http://hazanda.com/ticket-4879,3977,,,,2,1
4880,FALSE,OPEN,оригинальное название есть ?,http://hazanda.com/ticket-4880,3978,,,,2,5
4881,FALSE,OPEN,Что за трек на 9:21 ( Заранее спасибо! ),http://hazanda.com/ticket-4881,3979,,,,2,15
4882,FALSE,CLOSED,оригинал ?,http://hazanda.com/ticket-4882,3980,833,2503,,2,11
4883,FALSE,OPEN,Оригинал ?)),http://hazanda.com/ticket-4883,3981,,,,2,2
4884,FALSE,CLOSED,оригинал?,http://hazanda.com/ticket-4884,3935,712,2581,,4,6
4885,FALSE,OPEN,Подскажите пожалуйста песню начало ее похоже на народное русское напевание а мелодия дальше идет скрипка мелодия похожа очень на скрипичную мелодию из песни Feel-Mahmut Orhan.,http://hazanda.com/ticket-4885,3982,,,,2,2
4886,TRUE,CLOSED, Здравствуйте! есть песня которую не могу найти. но есть видеозапись с отрывком песни просто озвучка. надеюсь поможете мне!,http://hazanda.com/ticket-4886,3965,,,,2,1
4887,FALSE,CLOSED,СПАСИБО!,http://hazanda.com/ticket-4887,3983,833,2531,,2,6
4888,FALSE,OPEN,и как сюда залить это видео с озвучкой песни?! ,http://hazanda.com/ticket-4888,3333,,,,2,4
4889,FALSE,OPEN, music,http://hazanda.com/ticket-4889,3985,,,,3,
4890,FALSE,CLOSED, ,http://hazanda.com/ticket-4890,3561,,,,2,2
4891,FALSE,CLOSED, music,http://hazanda.com/ticket-4891,3986,,,1,3,
4892,FALSE,RESOLVED, ,http://hazanda.com/ticket-4892,3987,43,2504,,4,3
4893,FALSE,OPEN, music,http://hazanda.com/ticket-4893,3988,,,,2,3
4894,FALSE,OPEN, ,http://hazanda.com/ticket-4894,3990,,,,3,6
4895,FALSE,OPEN, music,http://hazanda.com/ticket-4895,3991,,,,4,3
4896,FALSE,OPEN, ,http://hazanda.com/ticket-4896,3992,,2505,,6,2
4897,FALSE,OPEN, music,http://hazanda.com/ticket-4897,3354,,,,4,9
4898,FALSE,CLOSED, ,http://hazanda.com/ticket-4898,3965,,,1,2,1
4899,FALSE,CLOSED, music,http://hazanda.com/ticket-4899,3965,,,,3,
4900,FALSE,CLOSED, ,http://hazanda.com/ticket-4900,3965,,,1,,1
4901,FALSE,OPEN,с 0:00 до 0:05,http://hazanda.com/ticket-4901,3965,,,2,5,5
