id,ticket_id,related_type,text,type,user_id
1362,2364,TICKET,Непонятно,OBSCURE,712
1363,2363,TICKET,Непонятно,OBSCURE,712
1364,2361,TICKET,Затрудняюсь,HARD,712
1365,2364,TICKET,Ответил,SOLVED,99
1366,2363,TICKET,нет вопроса,OBSCURE,99
1367,2354,TICKET,бит,OCCUPIED,99
1368,2374,TICKET,Затрудняюсь,HARD,712
1369,2373,TICKET,Затрудняюсь,HARD,712
1370,2372,TICKET,Ответил,SOLVED,712
1371,2355,TICKET,Затрудняюсь,HARD,99
1372,2378,TICKET,Ответил,SOLVED,712
1373,2375,TICKET,Ответил,SOLVED,712
1374,2374,TICKET,вайн,OCCUPIED,99
1375,2353,TICKET,Американская история ужасов,OCCUPIED,99
1377,2380,TICKET,Затрудняюсь,HARD,712
1378,2384,TICKET,Ответил,SOLVED,712
1379,2386,TICKET,Ответил,SOLVED,712
1380,2387,TICKET,Ответил,SOLVED,712
1381,2391,TICKET,Затрудняюсь,HARD,712
1382,2395,TICKET,Ответил,SOLVED,43
1383,2374,TICKET,Ответил,SOLVED,43
1384,2380,TICKET,Ответил,SOLVED,43
1385,2396,TICKET,Затрудняюсь,HARD,712
1386,2404,TICKET,Ответил,SOLVED,43
1387,2408,TICKET,Ответил,SOLVED,712
1388,2405,TICKET,Затрудняюсь,HARD,712
1389,2406,TICKET,Затрудняюсь,HARD,712
1390,2412,TICKET,Затрудняюсь,HARD,712
1391,2411,TICKET,Непонятно,OBSCURE,712
1392,2420,TICKET,Ответил,SOLVED,43
1393,2421,TICKET,Ответил,SOLVED,43
1394,2422,TICKET,Ответил,SOLVED,43
1395,2423,TICKET,Ответил,SOLVED,43
1396,1979,TICKET,Ответил,SOLVED,43
1397,2425,TICKET,Непонятно,OBSCURE,712
1398,2424,TICKET,Непонятно,OBSCURE,712
1399,2428,TICKET,Ответил,SOLVED,43
1400,2429,TICKET,Ответил,SOLVED,43
1401,2437,TICKET,Ответил,SOLVED,43
1402,2438,TICKET,Ответил,SOLVED,43
1403,2440,TICKET,Ответил,SOLVED,43
1404,2434,TICKET,Затрудняюсь,HARD,712
1405,2442,TICKET,Ответил,SOLVED,43
1406,2435,TICKET,Затрудняюсь,HARD,712
1407,2441,TICKET,Ответил,SOLVED,712
1408,2439,TICKET,Ответил,SOLVED,712
1409,2445,TICKET,Ответил,SOLVED,43
1410,2446,TICKET,Затрудняюсь,HARD,712
1411,2444,TICKET,Затрудняюсь,HARD,712
1412,2449,TICKET,Ответил,SOLVED,43
1413,2447,TICKET,Ответил,SOLVED,43
1414,2448,TICKET,Ответил,SOLVED,43
1415,2450,TICKET,Ответил,SOLVED,43
1416,2458,TICKET,Ответил,SOLVED,43
1417,2459,TICKET,Затрудняюсь,HARD,712
1418,2455,TICKET,Ответил,SOLVED,712
1419,2460,TICKET,Ответил,SOLVED,712
1420,2469,TICKET,Ответил,SOLVED,99
1421,2467,TICKET,Instagram.,OCCUPIED,99
1422,2466,TICKET,Instagram.,OCCUPIED,99
1423,2464,TICKET,GTA Online,OCCUPIED,99
1424,2462,TICKET,Лучшее в COUB | Май 2016 #132,OCCUPIED,99
1425,2468,TICKET,Ответил,SOLVED,43
1426,2470,TICKET,Ответил,SOLVED,43
1427,2477,TICKET,Ответил,SOLVED,43
1428,2489,TICKET,Непонятно,OBSCURE,712
1429,2490,TICKET,Затрудняюсь,HARD,712
1430,2487,TICKET,Затрудняюсь,HARD,712
1431,2486,TICKET,Ответил,SOLVED,712
1432,2482,TICKET,Затрудняюсь,HARD,712
1433,2473,TICKET,Затрудняюсь,HARD,712
1434,2488,TICKET,Затрудняюсь,HARD,712
1435,2471,TICKET,Непонятно,OBSCURE,712
1436,2466,TICKET,Непонятно,OBSCURE,712
1437,2467,TICKET,Непонятно,OBSCURE,712
1438,2493,TICKET,Ответил,SOLVED,712
1439,2462,TICKET,Ответил,SOLVED,712
1440,2494,TICKET,Ответил,SOLVED,712
1441,2495,TICKET,Ответил,SOLVED,712
1442,2457,TICKET,гомункул,OCCUPIED,99
1443,2489,TICKET,Нет,OBSCURE,99
1444,2488,TICKET,АВАРИЯ/ДТП/23.05.2016,OCCUPIED,99
1445,2498,TICKET,Ответил,SOLVED,43
1446,2503,TICKET,Ответил,SOLVED,43
1447,2497,TICKET,Непонятно,OBSCURE,712
1448,2499,TICKET,Ответил,SOLVED,712
1449,2501,TICKET,Затрудняюсь,HARD,712
1450,2504,TICKET,Затрудняюсь,HARD,712
1451,2505,TICKET,Ответил,SOLVED,712
1452,2507,TICKET,Ответил,SOLVED,712
1453,2506,TICKET,Затрудняюсь,HARD,712
1454,2514,TICKET,Ответил,SOLVED,712
1455,2511,TICKET,Затрудняюсь,HARD,712
1456,2512,TICKET,Затрудняюсь,HARD,712
1457,2517,TICKET,Затрудняюсь,HARD,712
1458,2515,TICKET,Затрудняюсь,HARD,712
1459,2520,TICKET,Ответил,SOLVED,43
1460,2515,TICKET,Ответил,SOLVED,43
1461,2522,TICKET,Ответил,SOLVED,43
1462,2524,TICKET,Ответил,SOLVED,712
1463,2527,TICKET,Ответил,SOLVED,43
1464,2526,TICKET,Затрудняюсь,HARD,712
1465,2525,TICKET,Затрудняюсь,HARD,712
1466,2529,TICKET,Затрудняюсь,HARD,712
1467,2530,TICKET,Затрудняюсь,HARD,712
1468,2532,TICKET,Затрудняюсь,HARD,712
1469,2531,TICKET,Ответил,SOLVED,712
1470,2536,TICKET,Ответил,SOLVED,712
1471,2533,TICKET,Затрудняюсь,HARD,712
1472,2537,TICKET,Ответил,SOLVED,712
1473,2539,TICKET,Затрудняюсь,HARD,712
1474,2540,TICKET,Непонятно нет ссылки,OBSCURE,712
1475,2541,TICKET,Ответил,SOLVED,43
1476,2545,TICKET,Затрудняюсь,HARD,712
1477,2546,TICKET,Затрудняюсь,HARD,712
1478,2547,TICKET,Ответил примерно,SOLVED,712
1479,2549,TICKET,Затрудняюсь,HARD,712
1480,2550,TICKET,Затрудняюсь,HARD,712
1481,2551,TICKET,Затрудняюсь,HARD,712
1482,2552,TICKET,Затрудняюсь,HARD,712
1483,2555,TICKET,Затрудняюсь,HARD,712
1485,2553,TICKET,Затрудняюсь,HARD,712
1486,2562,TICKET,Ответил,SOLVED,712
1487,2563,TICKET,Затрудняюсь,HARD,712
1488,2028,TICKET,вайн,OBSCURE,99
1489,2044,TICKET,Ответил,SOLVED,99
1490,2567,TICKET,Ответил,SOLVED,99
1491,2570,TICKET,отвечено,OCCUPIED,99
1492,2571,TICKET,Ответил,SOLVED,712
1493,2572,TICKET,Ответил,SOLVED,712
1494,2569,TICKET,Ответил,SOLVED,712
1495,2047,TICKET,перепутал,OCCUPIED,99
1496,2573,TICKET,Затрудняюсь,HARD,712
1497,2566,TICKET,Ответил,SOLVED,712
1498,2574,TICKET,Затрудняюсь,HARD,712
1499,2577,TICKET,Затрудняюсь,HARD,712
1500,2593,TICKET,Отложено,WAITING,43
1501,2600,TICKET,Ответил,SOLVED,712
1502,2599,TICKET,Непонятно,OBSCURE,712
1503,2598,TICKET,Отложено,WAITING,712
1504,2597,TICKET,Отложено,WAITING,712
1505,2596,TICKET,Затрудняюсь,HARD,712
1506,2595,TICKET,Затрудняюсь,HARD,712
1507,2594,TICKET,Непонятно,OBSCURE,712
1508,2593,TICKET,Ответил,SOLVED,712
1509,2592,TICKET,Ответил,SOLVED,712
1510,2591,TICKET,Непонятно,OBSCURE,712
1511,2588,TICKET,Непонятно,OBSCURE,712
1512,2585,TICKET,Ответил,SOLVED,712
1513,2582,TICKET,Ответил примерно,SOLVED,712
1514,2580,TICKET,Затрудняюсь vine,HARD,712
1515,2579,TICKET,Затрудняюсь vine,HARD,712
1516,2575,TICKET,Затрудняюсь было,HARD,712
1517,2606,TICKET,Затрудняюсь,HARD,712
1518,2605,TICKET,Затрудняюсь,HARD,712
1519,2602,TICKET,Непонятно,OBSCURE,712
1520,2601,TICKET,Затрудняюсь,HARD,712
1521,2607,TICKET,Ответил,SOLVED,712
1522,2612,TICKET,Ответил,SOLVED,788
1523,2159,TICKET,Ответил,SOLVED,788
1524,2149,TICKET,Ответил,SOLVED,788
1525,2099,TICKET,Ответил,SOLVED,788
1526,1649,TICKET,Ответил,SOLVED,788
1527,1361,TICKET,Ответил,SOLVED,788
1528,905,TICKET,Ответил,SOLVED,788
1529,830,TICKET,Ответил,SOLVED,788
1530,2630,TICKET,Ответил,SOLVED,788
1531,2592,TICKET,Ответил,SOLVED,788
1532,2622,TICKET,Ответил,SOLVED,788
1534,2626,TICKET,Ответил,SOLVED,43
1535,2633,TICKET,Ответил,SOLVED,788
1536,2637,TICKET,Ответил,SOLVED,788
1538,2645,TICKET,Ответил,SOLVED,788
1539,2655,TICKET,Затрудняюсь,HARD,712
1540,2656,TICKET,Непонятно,OBSCURE,712
1541,2652,TICKET,Затрудняюсь,HARD,712
1542,2651,TICKET,Затрудняюсь,HARD,712
1543,2650,TICKET,Отложено,WAITING,712
1544,2648,TICKET,Затрудняюсь,HARD,712
1545,2644,TICKET,Непонятно,OBSCURE,712
1546,2647,TICKET,Затрудняюсь,HARD,712
1547,2643,TICKET,Затрудняюсь,HARD,712
1548,2642,TICKET,Затрудняюсь,HARD,712
1549,2640,TICKET,Затрудняюсь,HARD,712
1550,2639,TICKET,Затрудняюсь,HARD,712
1551,2636,TICKET,Затрудняюсь,HARD,712
1552,2634,TICKET,Непонятно,OBSCURE,712
1553,2668,TICKET,Ответил примерно,SOLVED,712
1554,2679,TICKET,Ответил,SOLVED,712
1555,2678,TICKET,Ответил,SOLVED,712
1556,2682,TICKET,Ответил,SOLVED,712
1557,2676,TICKET,Затрудняюсь,HARD,712
1558,2681,TICKET,Затрудняюсь,HARD,712
1559,2674,TICKET,Непонятно,OBSCURE,712
1560,2673,TICKET,Отложено,WAITING,712
1561,2671,TICKET,Затрудняюсь,HARD,712
1563,2701,TICKET,Отложено vine Josh Hutcherson,WAITING,712
1564,2700,TICKET,Затрудняюсь demi lovato vine,HARD,712
1565,2699,TICKET,Ответил,SOLVED,712
1566,2698,TICKET,Отложено,WAITING,712
1567,2697,TICKET,Ответил,SOLVED,712
1568,2695,TICKET,Отложено,WAITING,712
1569,2694,TICKET,Ответил,SOLVED,712
1570,2688,TICKET,Отложено,WAITING,712
1571,2691,TICKET,Отложено porno,WAITING,712
1573,2703,TICKET,Затрудняюсь,HARD,712
1574,2702,TICKET,Затрудняюсь,HARD,712
1576,2706,TICKET,Затрудняюсь,HARD,712
1577,2704,TICKET,Ответил,SOLVED,712
1578,2687,TICKET,Затрудняюсь,HARD,712
1579,2670,TICKET,Непонятно,OBSCURE,712
1580,2669,TICKET,Затрудняюсь,HARD,712
1581,2664,TICKET,Затрудняюсь,HARD,712
1582,2707,TICKET,Затрудняюсь,HARD,712
1583,2708,TICKET,Ответил,SOLVED,712
1584,2711,TICKET,Затрудняюсь,HARD,712
1585,2714,TICKET,Затрудняюсь,HARD,712
1586,2712,TICKET,Затрудняюсь,HARD,712
1587,2713,TICKET,Затрудняюсь,HARD,712
1588,2705,TICKET,Ответил,SOLVED,712
1589,2716,TICKET,Затрудняюсь,HARD,712
1590,2718,TICKET,Затрудняюсь,HARD,712
1591,2719,TICKET,Затрудняюсь,HARD,712
1592,2729,TICKET,Ответил,SOLVED,712
1593,2728,TICKET,Непонятно,OBSCURE,712
1594,2724,TICKET,Затрудняюсь,HARD,712
1595,2723,TICKET,Ответил примерно,SOLVED,712
1596,2721,TICKET,Затрудняюсь,HARD,712
1597,2730,TICKET,Затрудняюсь,HARD,712
1598,2731,TICKET,Затрудняюсь,HARD,712
1599,2733,TICKET,Непонятно,OBSCURE,712
1600,2744,TICKET,Затрудняюсь,HARD,712
1601,2743,TICKET,Затрудняюсь повтор,HARD,712
1602,2740,TICKET,Затрудняюсь,HARD,712
1603,2738,TICKET,Затрудняюсь,HARD,712
1604,2737,TICKET,Затрудняюсь,HARD,712
1605,2735,TICKET,Затрудняюсь было уже,HARD,712
1606,2745,TICKET,Ответил,SOLVED,712
1607,2746,TICKET,Затрудняюсь magic kings 70,HARD,712
1608,2747,TICKET,Ответил,SOLVED,712
1609,2748,TICKET,Ответил,SOLVED,712
1611,2753,TICKET,Затрудняюсь,HARD,712
1612,2751,TICKET,Затрудняюсь был похожий запрос,HARD,712
1613,2750,TICKET,Затрудняюсь,HARD,712
1615,2755,TICKET,Ответил,SOLVED,712
1616,2754,TICKET,Ответил,SOLVED,712
1618,2749,TICKET,Ответил,SOLVED,712
1619,2759,TICKET,Ответил,SOLVED,712
1620,2760,TICKET,Ответил,SOLVED,712
1621,2761,TICKET,Затрудняюсь было уже,HARD,712
1622,2762,TICKET,Ответил,SOLVED,712
1623,2763,TICKET,Затрудняюсь,HARD,712
1624,2764,TICKET,Затрудняюсь Good Dance Music [GDM],HARD,712
1625,2765,TICKET,Затрудняюсь,HARD,712
1626,2766,TICKET,Непонятно,OBSCURE,712
1627,2767,TICKET,Затрудняюсь,HARD,712
1628,2771,TICKET,Затрудняюсь,HARD,712
1629,2769,TICKET,Отложено,WAITING,712
1630,2773,TICKET,Затрудняюсь,HARD,712
1631,2776,TICKET,Затрудняюсь,HARD,712
1632,2777,TICKET,Затрудняюсь,HARD,712
1633,2779,TICKET,Ответил,SOLVED,712
1634,2780,TICKET,Ответил,SOLVED,712
1635,2783,TICKET,Ответил,SOLVED,712
1636,2781,TICKET,Ответил,SOLVED,712
1637,2784,TICKET,Затрудняюсь,HARD,712
1638,2786,TICKET,Затрудняюсь,HARD,712
1639,2795,TICKET,Ответил,SOLVED,43
1640,2797,TICKET,Непонятно,OBSCURE,1
1641,2800,TICKET,Отложено проверить,WAITING,712
1642,2802,TICKET,Ответил,SOLVED,43
1643,2815,TICKET,Затрудняюсь,HARD,712
1644,2814,TICKET,Ответил,SOLVED,712
1645,2813,TICKET,Затрудняюсь,HARD,712
1646,2809,TICKET,Затрудняюсь,HARD,712
1647,2808,TICKET,Затрудняюсь,HARD,712
1648,2807,TICKET,Затрудняюсь,HARD,712
1649,2817,TICKET,Ответил,SOLVED,712
1650,2832,TICKET,Затрудняюсь,HARD,712
1651,2831,TICKET,Ответил,SOLVED,712
1652,2830,TICKET,Затрудняюсь,HARD,712
1653,2829,TICKET,Затрудняюсь,HARD,712
1654,2827,TICKET,Затрудняюсь the TEAM | episode 3 было,HARD,712
1655,2824,TICKET,Отложено,WAITING,712
1656,2833,TICKET,Ответил,SOLVED,712
1657,193,TICKET,Ответил,SOLVED,712
1658,2837,TICKET,Затрудняюсь ТОП10 СТРАШНЫХ САЙТОВ,HARD,712
1659,2838,TICKET,Ответил,SOLVED,712
1660,2840,TICKET,Затрудняюсь,HARD,712
1661,2839,TICKET,Ответил примерно,SOLVED,712
1662,2841,TICKET,Ответил,SOLVED,712
1663,2842,TICKET,Затрудняюсь,HARD,712
1664,2836,TICKET,Ответил,SOLVED,712
1665,2843,TICKET,Ответил,SOLVED,712
1666,2844,TICKET,Затрудняюсь,HARD,712
1667,2845,TICKET,Ответил,SOLVED,712
1668,2846,TICKET,Отложено,WAITING,712
1669,2847,TICKET,Затрудняюсь дубль,HARD,712
1670,2848,TICKET,Отложено,WAITING,712
1671,2850,TICKET,Затрудняюсь,HARD,712
1672,2851,TICKET,Затрудняюсь,HARD,712
1673,2849,TICKET,Затрудняюсь,HARD,712
1674,2854,TICKET,Ответил,SOLVED,712
1675,2856,TICKET,Ответил,SOLVED,712
1676,2861,TICKET,Затрудняюсь,HARD,712
1677,2860,TICKET,Затрудняюсь,HARD,712
1678,2863,TICKET,Ответил,SOLVED,712
1679,2864,TICKET,Ответил,SOLVED,712
1680,2865,TICKET,Затрудняюсь,HARD,712
1681,2877,TICKET,Затрудняюсь,HARD,712
1682,2874,TICKET,Отложено,WAITING,712
1683,2873,TICKET,Затрудняюсь,HARD,712
1684,2871,TICKET,Отложено,WAITING,712
1685,2868,TICKET,Затрудняюсь,HARD,712
1686,2880,TICKET,Затрудняюсь,HARD,712
1687,2882,TICKET,Ответил,SOLVED,712
1688,2884,TICKET,Затрудняюсь,HARD,712
1689,2883,TICKET,Затрудняюсь,HARD,712
1690,2888,TICKET,Затрудняюсь было,HARD,712
1691,2890,TICKET,Затрудняюсь повтор,HARD,712
1692,2891,TICKET,Затрудняюсь,HARD,712
1693,2900,TICKET,Ответил,SOLVED,43
1694,2899,TICKET,Ответил,SOLVED,43
1697,2906,TICKET,Затрудняюсь хрень с игры,HARD,712
1698,2894,TICKET,Непонятно,OBSCURE,712
1699,2898,TICKET,Затрудняюсь,HARD,712
1700,2902,TICKET,Непонятно,OBSCURE,712
1701,675,TICKET,Затрудняюсь,HARD,712
1702,2904,TICKET,Затрудняюсь,HARD,712
1703,2910,TICKET,Ответил,SOLVED,712
1704,2911,TICKET,Затрудняюсь,HARD,712
1705,2913,TICKET,Затрудняюсь,HARD,712
1706,2916,TICKET,Ответил,SOLVED,43
1708,2919,TICKET,Затрудняюсь,HARD,712
1709,2917,TICKET,Ответил,SOLVED,712
1710,2932,TICKET,Ответил,SOLVED,43
1711,2933,TICKET,Ответил,SOLVED,43
1712,2926,TICKET,Ответил,SOLVED,43
1713,2925,TICKET,Ответил,SOLVED,43
1714,2911,TICKET,Ответил,SOLVED,43
1715,2936,TICKET,Ответил,SOLVED,43
1716,2938,TICKET,Затрудняюсь,HARD,712
1717,2935,TICKET,Затрудняюсь,HARD,712
1718,2934,TICKET,Ответил,SOLVED,712
1719,2954,TICKET,Затрудняюсь,HARD,712
1720,2969,TICKET,Ответил,SOLVED,43
1721,2975,TICKET,Затрудняюсь,HARD,712
1722,2977,TICKET,Затрудняюсь,HARD,712
1723,2979,TICKET,Затрудняюсь,HARD,712
1724,2978,TICKET,Затрудняюсь,HARD,712
1725,2980,TICKET,Затрудняюсь,HARD,712
1726,2981,TICKET,Ответил,SOLVED,712
1727,2982,TICKET,Ответил,SOLVED,712
1728,2976,TICKET,Затрудняюсь,HARD,712
1730,2998,TICKET,Ответил,SOLVED,43
1731,2987,TICKET,Затрудняюсь,HARD,712
1732,2990,TICKET,Затрудняюсь vine,HARD,712
1733,2992,TICKET,Затрудняюсь vine,HARD,712
1734,2993,TICKET,Ответил,SOLVED,712
1735,2995,TICKET,Затрудняюсь vine,HARD,712
1736,2996,TICKET,Отложено,WAITING,712
1737,2997,TICKET,Отложено,WAITING,712
1738,3001,TICKET,Затрудняюсь vine,HARD,712
1739,3002,TICKET,Затрудняюсь vine,HARD,712
1740,3007,TICKET,Непонятно,OBSCURE,712
1741,3005,TICKET,Затрудняюсь было уже,HARD,712
1742,3011,TICKET,Затрудняюсь,HARD,712
1743,3012,TICKET,Ответил,SOLVED,712
1744,3013,TICKET,Ответил,SOLVED,712
1745,3026,TICKET,Ответил,SOLVED,712
1746,3025,TICKET,Ответил,SOLVED,712
1747,3031,TICKET,Ответил,SOLVED,43
1748,3032,TICKET,Ответил,SOLVED,43
1749,3028,TICKET,Ответил,SOLVED,43
1750,3033,TICKET,Ответил,SOLVED,43
1751,3030,TICKET,Затрудняюсь,HARD,712
1752,3034,TICKET,Ответил,SOLVED,43
1753,3035,TICKET,Ответил,SOLVED,712
1754,3049,TICKET,Ответил,SOLVED,712
1755,3051,TICKET,Ответил,SOLVED,712
1756,3050,TICKET,Затрудняюсь,HARD,712
1757,3052,TICKET,Ответил,SOLVED,712
1759,3053,TICKET,Ответил,SOLVED,712
1760,3054,TICKET,Ответил,SOLVED,43
1761,3055,TICKET,Ответил,SOLVED,43
1762,3056,TICKET,Ответил,SOLVED,43
1763,3057,TICKET,Ответил,SOLVED,43
1764,2977,TICKET,Ответил,SOLVED,99
1765,3047,TICKET,Pole Folder,OCCUPIED,99
1766,3063,TICKET,Отложено,WAITING,712
1767,3030,TICKET,BTS | Vine,OCCUPIED,99
1768,3046,TICKET,Нет ссылки,OBSCURE,99
1769,3063,TICKET,Ответил,SOLVED,43
1770,3018,TICKET,Это видео недоступно,OBSCURE,99
1771,3016,TICKET,Нет ссылки,OBSCURE,99
1772,3064,TICKET,Ответил,SOLVED,43
1773,3065,TICKET,Ответил,SOLVED,43
1774,3066,TICKET,Ответил,SOLVED,43
1775,3067,TICKET,Ответил,SOLVED,43
1776,3015,TICKET,Отложено,WAITING,99
1777,3068,TICKET,Ответил,SOLVED,43
1778,3069,TICKET,Ответил,SOLVED,43
1779,3070,TICKET,Ответил,SOLVED,43
1780,3011,TICKET,Ответил,SOLVED,99
1781,3071,TICKET,Ответил,SOLVED,43
1782,3050,TICKET,Nina Dobrev,OBSCURE,99
1783,3078,TICKET,Ответил,SOLVED,43
1784,3082,TICKET,Ответил,SOLVED,43
1785,3083,TICKET,Ответил,SOLVED,43
1786,3084,TICKET,Ответил,SOLVED,43
1787,3090,TICKET,Ответил,SOLVED,43
1788,3091,TICKET,Ответил,SOLVED,43
1789,3092,TICKET,Ответил,SOLVED,43
1790,3093,TICKET,Ответил,SOLVED,43
1791,3095,TICKET,Ответил,SOLVED,43
1792,3096,TICKET,Ответил,SOLVED,43
1793,3085,TICKET,Ответил,SOLVED,43
1794,3100,TICKET,Затрудняюсь,HARD,712
1795,3098,TICKET,Затрудняюсь,HARD,712
1796,3097,TICKET,Затрудняюсь,HARD,712
1797,3094,TICKET,Затрудняюсь,HARD,712
1798,3089,TICKET,Затрудняюсь танец,HARD,712
1799,3073,TICKET,Затрудняюсь,HARD,712
1800,3103,TICKET,Ответил,SOLVED,43
1801,3112,TICKET,Ответил,SOLVED,43
1802,3113,TICKET,Ответил,SOLVED,43
1803,3109,TICKET,Ответил,SOLVED,712
1804,3116,TICKET,Ответил,SOLVED,712
1805,3117,TICKET,Ответил,SOLVED,712
1806,3119,TICKET,Ответил,SOLVED,712
1807,3120,TICKET,Ответил,SOLVED,712
1808,3122,TICKET,Ответил,SOLVED,712
1809,3136,TICKET,Ответил вроде,SOLVED,712
1810,3134,TICKET,Затрудняюсь,HARD,712
1811,3133,TICKET,Затрудняюсь,HARD,712
1812,3132,TICKET,Затрудняюсь,HARD,712
1813,3131,TICKET,Затрудняюсь,HARD,712
1814,3127,TICKET,Затрудняюсь,HARD,712
1815,3126,TICKET,Ответил,SOLVED,712
1816,3138,TICKET,Ответил,SOLVED,712
1817,3139,TICKET,Затрудняюсь,HARD,712
1818,3144,TICKET,Ответил,SOLVED,712
1819,3143,TICKET,Ответил,SOLVED,712
1820,3140,TICKET,Затрудняюсь,HARD,712
1821,3145,TICKET,Затрудняюсь,HARD,712
1822,3146,TICKET,Затрудняюсь,HARD,712
1823,3148,TICKET,Ответил,SOLVED,712
1824,3149,TICKET,Затрудняюсь,HARD,712
1825,3151,TICKET,Затрудняюсь,HARD,712
1826,3150,TICKET,Ответил,SOLVED,712
1827,3149,TICKET,Непонятно,OBSCURE,99
1828,3153,TICKET,Ответил,SOLVED,712
1829,3154,TICKET,Затрудняюсь,HARD,712
1830,3156,TICKET,Ответил,SOLVED,43
1831,3157,TICKET,Ответил,SOLVED,43
1832,3159,TICKET,Ответил,SOLVED,712
1833,3158,TICKET,Ответил,SOLVED,712
1834,3162,TICKET,Ответил,SOLVED,712
1835,3160,TICKET,Затрудняюсь,HARD,712
1836,3164,TICKET,Ответил,SOLVED,712
1837,3166,TICKET,Ответил,SOLVED,712
1838,3167,TICKET,Затрудняюсь,HARD,712
1839,3169,TICKET,Затрудняюсь,HARD,712
1840,3170,TICKET,Затрудняюсь,HARD,712
1841,3170,TICKET,Затрудняюсь,HARD,99
1842,3165,TICKET,ноль,OBSCURE,99
1843,3176,TICKET,Затрудняюсь,HARD,712
1844,3175,TICKET,Ответил,SOLVED,712
1845,3174,TICKET,Ответил,SOLVED,712
1846,3172,TICKET,Затрудняюсь,HARD,712
1847,3177,TICKET,Затрудняюсь,HARD,712
1848,3131,TICKET,вайн,OCCUPIED,99
1849,3127,TICKET,вайн,OCCUPIED,99
1850,3184,TICKET,Ответил,SOLVED,43
1851,3190,TICKET,Ответил,SOLVED,43
1852,3203,TICKET,Затрудняюсь,HARD,712
1853,3200,TICKET,Затрудняюсь,HARD,712
1854,3199,TICKET,Затрудняюсь,HARD,712
1855,3198,TICKET,Затрудняюсь,HARD,712
1856,3189,TICKET,Затрудняюсь,HARD,712
1857,3186,TICKET,Затрудняюсь,HARD,712
1858,3183,TICKET,Затрудняюсь,HARD,712
1859,3201,TICKET,Затрудняюсь,HARD,712
1860,3199,TICKET,Ответил,SOLVED,43
1861,3198,TICKET,Ответил,SOLVED,43
1862,3208,TICKET,Ответил,SOLVED,43
1863,3205,TICKET,Ответил,SOLVED,43
1864,3217,TICKET,Ответил,SOLVED,712
1865,3216,TICKET,Затрудняюсь,HARD,712
1866,3214,TICKET,Затрудняюсь,HARD,712
1867,3213,TICKET,Затрудняюсь,HARD,712
1868,3212,TICKET,Затрудняюсь,HARD,712
1869,3210,TICKET,Затрудняюсь было,HARD,712
1870,3207,TICKET,Затрудняюсь,HARD,712
1871,3204,TICKET,Затрудняюсь,HARD,712
1872,3221,TICKET,Ответил,SOLVED,43
1873,3216,TICKET,Ответил,SOLVED,43
1874,3228,TICKET,Затрудняюсь vimeo,HARD,712
1875,3231,TICKET,Затрудняюсь,HARD,712
1876,3234,TICKET,Ответил 1 трек,SOLVED,712
1877,3233,TICKET,Непонятно,OBSCURE,712
1878,3229,TICKET,Затрудняюсь,HARD,712
1879,3223,TICKET,Непонятно,OBSCURE,712
1880,3220,TICKET,Затрудняюсь,HARD,712
1881,3219,TICKET,Затрудняюсь,HARD,712
1883,3242,TICKET,Затрудняюсь,HARD,712
1884,3241,TICKET,Затрудняюсь,HARD,712
1885,3239,TICKET,Ответил,SOLVED,712
1886,3235,TICKET,Затрудняюсь,HARD,712
1887,3249,TICKET,Затрудняюсь,HARD,712
1888,3254,TICKET,Ответил,SOLVED,788
1890,3260,TICKET,Затрудняюсь,HARD,712
1891,3258,TICKET,Затрудняюсь,HARD,712
1892,3257,TICKET,Затрудняюсь,HARD,712
1893,3255,TICKET,Затрудняюсь,HARD,712
1894,3253,TICKET,Затрудняюсь,HARD,712
1895,3251,TICKET,Затрудняюсь,HARD,712
1896,3261,TICKET,Ответил,SOLVED,788
1897,3263,TICKET,Ответил,SOLVED,788
1898,3170,TICKET,Ответил,SOLVED,788
1899,3201,TICKET,Ответил,SOLVED,788
1900,3180,TICKET,Ответил,SOLVED,788
1901,3264,TICKET,Затрудняюсь,HARD,712
1902,3265,TICKET,Ответил,SOLVED,788
1903,3266,TICKET,Ответил,SOLVED,788
1904,3269,TICKET,Ответил,SOLVED,788
1905,3268,TICKET,Ответил,SOLVED,788
1906,3267,TICKET,Ответил,SOLVED,788
1907,3270,TICKET,Ответил,SOLVED,788
1908,3277,TICKET,Ответил,SOLVED,788
1909,3276,TICKET,Ответил,SOLVED,788
1910,3273,TICKET,Ответил,SOLVED,788
1911,3274,TICKET,Ответил,SOLVED,788
1912,3278,TICKET,Затрудняюсь,HARD,712
1913,3279,TICKET,Ответил,SOLVED,712
1914,3271,TICKET,Затрудняюсь,HARD,712
1915,3280,TICKET,Затрудняюсь,HARD,712
1916,3288,TICKET,Ответил,SOLVED,712
1917,3289,TICKET,Отложено,WAITING,712
1918,3287,TICKET,Затрудняюсь,HARD,712
1919,3286,TICKET,Ответил,SOLVED,712
1920,3285,TICKET,Затрудняюсь,HARD,712
1921,3284,TICKET,Ответил,SOLVED,712
1922,3282,TICKET,Затрудняюсь gdm,HARD,712
1923,3281,TICKET,Затрудняюсь,HARD,712
1924,3290,TICKET,Затрудняюсь,HARD,712
1925,3291,TICKET,Затрудняюсь,HARD,712
1926,3291,TICKET,Ответил,SOLVED,788
1927,3292,TICKET,Затрудняюсь,HARD,712
1930,3296,TICKET,Затрудняюсь,HARD,712
1931,3295,TICKET,Затрудняюсь,HARD,712
